user_id,user_login,observation_ids,observation_count
2041458,ehammer,32163376;32222321;32222400;32222706;32222833;32222972;32223103;32223179,8
205546,chickajilly,30658314;30658345;30658382;30658408;30658502;30658507;30658524;30658534,8
541936,slilja,25751648;25759034;30321345;30321389;30321727;30343466;30344379;74274636,8
248621,ojoche,17463936;17468849;17473910;17477632;17480540;17497829;17498464;17498514,8
738148,rnheld,94117750;94118289;94118788;94119411;94122500;94124647;94133420;94135020,8
527710,jameskm,30614555;30616608;30617220;30630416;30630441;30630486;31134565;31136901,8
658975,bentann,53763837;53948313;53966300;54070570;54074332;54750053;56335478,7
4096062,deannasitspot,79785913;84729005;88577888;88578284;88620323;88620463;93630179,7
1101511,aztecj,16795665;16797169;16797520;16804938;16804980;16804999;16833190,7
472924,quietforest,6112260;6113080;6113326;6113387;6113594;6929785;7524221,7
1357453,maggie_anderson,83135709;83218588;84842073;84980694;84980957;85464365;92511657,7
373211,abbyg,22413364;22415293;22418419;22421195;22421304;22421471;22427123,7
297579,beststeppie,17471038;17486256;17486314;17498291;17498529;17498758;17498833,7
4498075,mckenelson,83509879;83549952;83808115;83811749;83817072;83817216,6
46738,fake_id,6848356;6848364;6848993;6849836;6849988;6850462,6
36326,rager001,4100186;4100196;26939212;26939319;26939320;26939325,6
167400,lauren22,10821402;10821556;10821644;10821684;23058878;32590482,6
1210528,erinschiemann,16548850;16549176;16549263;16549470;16549523;16549602,6
762067,ginakeebs,9810980;9811107;9811414;9811513;9811604;9812115,6
1294057,butoridesvirescens,26703013;26774878;26774948;29019549;29019555;29019623,6
1211126,emeleonard19,16560110;16560148;16560238;16560472;16560553;16560740,6
1095758,windgirl,14525216;14525283;14525295;14525304;14525493;15367845,6
1823255,dawnsiekman,26331762;26331896;26331960;26332243;26333016;26333264,6
232933,bclough84,19883169;19883194;19883226;19883257;19883309,5
2276932,anna5574,33206718;33206847;33206935;33207533;33207670,5
520529,colbycarlisle,7434546;7434567;7434608;7434624;7434638,5
1856018,dzpics,26877349;26877644;26879597;26882252;88196098,5
2281880,sandra_kaplan,33145740;33145995;33147019;33148660;33152176,5
543456,pogon,30943133;30943201;30943290;30943332;30943446,5
68889,mlm7,26877399;26877614;26877697;26886301;26886320,5
296762,ccbirder,26457152;26457275;26457481;26457727;26457955,5
847363,judyvoi,12363578;12368257;12368262;12368265;12368273,5
1042612,slowgreenfrog,90395353;90395374;90395430;90395467;90395514,5
1685976,suedallman,27030370;27030807;27031576;27041493;27043945,5
354459,keirathrasher,5018761;5018774;5018784;5018825;5018943,5
1872042,cbumby,30707155;30707205;30707307;30707355;30707402,5
4107130,robinc2803,92949672;92949826;92949981;92950128;92950382,5
2489505,brendaortmann,80918291;80953369;80953608;80953817,4
1800952,railgun,26009237;26065151;26446417;26450354,4
1446248,anewcard51,33537044;33537146;33537424;33542785,4
2705795,aleckarcz,98320175;98320441;98320573;98320698,4
1613178,madelinepeterson,87282661;97554169;97577832;97997906,4
273964,anngriffin,3707184;3707186;3707194;3707198,4
3194869,cstar218,50038987;50057081;50176310;66047793,4
4253773,mame8399,86241460;86476618;86498726;87020993,4
1855629,susd,26865484;26865796;26865970;26879163,4
2418913,sophieray,54446021;54448505;54448618;54448765,4
1210520,samps299,16549167;16549498;16549581;16549749,4
1007365,pumphouse,49829901;49830055;49852729;94579277,4
1843074,hannahkeller,26864453;26864482;26864787;26865013,4
1868729,jdonna,26877567;26896140;26960958;26960963,4
978539,linneae,28733993;28736290;28743249;28751906,4
1047314,terascovill,13831825;13831843;13832382;13832406,4
1012700,edelway,74736197;74736212;74739051,3
1047686,scandia,29699956;29699982;29700015,3
1211124,laurenboike,16560016;16560119;16560255,3
3124676,isabelleanderson1,52387327;52387428;52905133,3
779301,woodshed74,11809772;11809773;11860389,3
1115038,deenawassenberg,32725050;32725289;32728890,3
857073,anniehawk8,16716846;16796064;16796383,3
1678572,paddlinmadeleine,25120594;26456950;26458290,3
1230024,stevejpayne,29110097;87726092;88147245,3
4487842,matriarchalmoths,80540847;82766276;82766374,3
27743,jaykeller,4784905;4784908;4784909,3
1684755,makay_krohn731,23478944;23479299;23479563,3
4609590,rosemaryandmartha,83660228;83662940;83666219,3
216875,figaro,36000194;36000195;36000196,3
541874,greg_johnson,91570822;91571643;91572279,3
1868718,johnminnesota,26877603;30762854;30763048,3
681498,dallasclell,17498069;17498410;17499539,3
537548,israel23,13398251;13398538;13422706,3
518165,jdesprez,8009571;8012112;8012396,3
4933673,shedberg,93165012;93165398;93165432,3
4853169,rose_picklo,92918919;92919187;92919297,3
1830947,morganverburg,26449272;26449281;26449316,3
4849593,gary_guo,90792674;90796844;90994751,3
1827581,thaber42,26877613;26878229;26884294,3
4750,johngallo,6285726;6290680;6290810,3
1818315,tedirks,86995824;86999171;88331181,3
260910,mhrichter,11662214;11669211;11669488,3
448839,kmeisner224,14569271;14569309;14572105,3
1779135,hjsimpso,31547401;33067072;33067185,3
745341,joannaeckles,13831788;13832184;13840182,3
1812722,abdecker,26877797;26887278;26887393,3
2551801,epstrowbridge,38068376;38089946;38092616,3
4554491,lydiahentzen,90149870;90544027,2
801852,wesbraker,15782696;16139987,2
918497,jmetucker,13834356;13838117,2
3966607,vanze013,96085667;96095935,2
762294,dan145,9814278;9814279,2
38861,johnloegering,26865571;26875371,2
779161,rbryant,27845746;28467549,2
44592,obies,13412691;13414286,2
3653524,piotraschke,96117491;96118026,2
638110,gbergmann,30624448;30631777,2
3664101,sophiestark,96115531;96115741,2
612694,bmullin,16043965;16044025,2
1000113,jiaby,13015137;13017856,2
3628686,kalistafruchey,66256948;66256955,2
1211119,bianca_orna,16560298;16561293,2
2224333,allen88,32259360;32259378,2
2369404,alyssa_greencorps,38062778;38063128,2
2417874,magswell,58875568;58892645,2
2189196,kaley_s,88818809;90903579,2
2521701,adrienne85,38121756;38122073,2
1886641,lftucker,27180182;27180205,2
1868716,catherine303,26877379;26883327,2
2629479,steph_v,91632968;91633745,2
274276,jillmcd,3704860;3749312,2
1794034,judy195,27438924;27440314,2
276296,jerijon,3753808;3753809,2
1211125,qingyuanliu,16560165;16560725,2
1800998,clar1406,81478234;81504924,2
1210525,pessenger,16548852;16550356,2
1145886,clarekbrenn,44084318;44086325,2
3539354,tinablue210,58468469;58468607,2
1052990,purplesquirrel,32478855;32619406,2
3531460,noah_conservation,58335300;58340662,2
3387997,beige_john,54968713;54969518,2
1977217,sl4bones,28644338,1
1088870,bjattie,25447328,1
1906893,charismaticemu,30723101,1
964272,brianbaumgart,15575614,1
1940399,taz7,30063413,1
624811,rosebot,30611134,1
615449,ap90,85271287,1
2025472,madyhoese,84296769,1
1983531,exley,28756192,1
1867947,cnawan,26865563,1
59483,ami,29911792,1
585634,zimfinn,20537605,1
2026427,gracielt3,53764117,1
218400,cathym,4247600,1
538998,rose88,23514740,1
1022602,noobie,14557597,1
1017919,bfoizie,13426958,1
677830,christinamaria,8493677,1
68452,gamelaner,20538394,1
1193035,ehicks1054,96171331,1
1748606,haefemeyer,26382329,1
1228687,hecaliendo,16833113,1
1377498,andresxrc,18991951,1
788713,mmetzmaker,12489472,1
1392634,scirpus_circus,87906245,1
1461859,daijiangli,29705524,1
776352,marklex,93775522,1
1654581,ktuff77,23479614,1
762088,cr4255yh,9811012,1
761235,richard334,9814137,1
1867627,meliaderrick,26874315,1
1762411,gayl1,92914164,1
11898,crzirbel,54667423,1
2267877,rockycairn,35536572,1
114717,aizaksonas,25752241,1
737439,ajrominger,13407250,1
1828373,kwelte1,26458657,1
1854198,treidel,26878124,1
718637,mycotajohn,30634471,1
223546,chris77,84359903,1
512583,jbauhs,17860984,1
528892,celeste11,72628808,1
3257144,wildwestnature,53660978,1
4274716,barbip,88196298,1
4273738,sydney5873,96151025,1
2757341,annakott,90786856,1
1005432,beekeeper49,17476231,1
291189,swampfrog,14864488,1
296344,tweet6,13847616,1
4096374,dvdpurcell,85037637,1
3056132,gutenfrog,86481920,1
3108973,skydoe16,96490917,1
4089325,gvj2,97482001,1
3979563,jus412,96088799,1
4364059,madymd,94604998,1
328233,michellegrabowski,4101662,1
330695,bekkita,4787548,1
3416699,shy_h,96153364,1
3428654,danstith,83378204,1
389870,scudderabend,27273250,1
3892342,paul1355,96270697,1
3456052,henrymeyer,96000751,1
350235,ekusik,4369995,1
3552539,pkalifatidi,59014239,1
3585016,annikajoy19,88192801,1
4354791,kmreardon21,92507944,1
4398268,shannon658,80929115,1
233025,mediachef,26673247,1
24981,chelegans,6288867,1
371727,aftonrunner,12059072,1
5098952,ben1161,98431435,1
499293,yadixsant,90688034,1
495991,lmschroeder7,30012971,1
4935304,madeline168,96323888,1
24232,cgwillis,16559568,1
4927249,emma_kurus,96238154,1
4926761,neira014,96096011,1
485538,stoltel,6272978,1
24239,ajgorton,705535,1
483888,keiffer_williams,13172969,1
4427204,luke_tonsfeldt,91984735,1
2523481,joseph469,37474489,1
2537955,elise138,37783638,1
4609591,marthaojeda,83661501,1
2540225,edmyatt,38031982,1
2551676,rosenym,96140043,1
2551837,kreun015,58350330,1
2559911,oliviademarchi,58637074,1
2649530,ksnichols,77918971,1
268106,phenoguy,17493311,1
2736285,emmamowery,96830470,1
996902,dara5,12971371,1
