subject_taxon_id,target_scientific_name,target_common_name,target_taxon_id,interaction
120474,Armadillidium vulgare,Common Pill Woodlouse,56083,preysOn
120474,Chrysopidae,Green Lacewings,52425,preysOn
120474,Psychodidae,Moth Flies and Sand Flies,52071,preysOn
120474,Thomisidae,Crab Spiders,47866,preysOn
120474,Staphylinidae,Rove Beetles,47951,preysOn
120474,Chironomidae,Non-biting Midges,53275,preysOn
120474,Cicadoidea,Cicadas,50190,preysOn
120474,Typhlocybinae,,373577,preysOn
120474,Heteroptera,True Bugs,61267,preysOn
120474,Cicadellidae,Typical Leafhoppers,53237,preysOn
120474,Araneae,Spiders,47118,preysOn
120474,Carabidae,Ground Beetles,49567,preysOn
120474,Fulgoroidea,Planthoppers,52073,preysOn
120474,Formica,"Wood, Mound, and Field Ants",47339,preysOn
120474,Blattodea,Cockroaches and Termites,81769,preysOn
120474,Aleocharinae,,203242,preysOn
120474,Philaenus spumarius,Meadow spittlebug,56189,preysOn
120474,Coleoptera,Beetles,47208,preysOn
120474,Theridiidae,Cobweb Spiders,47371,preysOn
120474,Salticidae,Jumping Spiders,48139,preysOn
120474,Araneidae,Orbweavers,47535,preysOn
120474,Elateridae,Click Beetles,53248,preysOn
120474,Trombidiidae,True Velvet Mites,57652,preysOn
120474,Tenebrionidae,Darkling Beetles,53816,preysOn
120474,Serica,,132449,preysOn
120474,Pompilus cinereus,,359408,preyedUponBy
61787,Puccinia polygoni-amphibii,,352110,eats
61787,Bracon mellitor,,264615,pollinatedBy
61787,Bracon,Ichneumonid and Braconid Wasps,47200,pollinatedBy
61787,Melissodes,,571345,pollinatedBy
61787,Hesperia,Branded Skippers,58470,pollinatedBy
53107,Puccinia lactucarum,,1230362,eats
53107,Bremia lactucae,,204632,eatenBy
53107,Golovinomyces cichoracearum,,382488,eatenBy
53107,Puccinia lactucarum,,1230362,eatenBy
53107,Diptera,Flies,47822,pollinatedBy
53107,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",47201,pollinatedBy
47170,Carex pendula,Hanging sedge,49365,eats
47170,Muellerella ventosicola,,463548,eatenBy
47170,Argyranthemum tenerifae,Tenerife Daisy,559063,pollinates
47170,Sonchus,sow thistles,53270,pollinates
47170,Fallopia japonica,Japanese knotweed,914922,pollinates
47170,Coffea,Coffees,64343,pollinates
47170,Sarcophaga,Common Flesh Flies,120489,pollinatedBy
47170,Anoplius,Blue-black Spider Wasps,173119,pollinatedBy
47170,Volucella,,52481,pollinatedBy
47170,Acmaeodera,,886834,pollinatedBy
47170,Nematoda,Nematodes,54960,preysOn
47170,Littorina,Periwinkles,48919,preyedUponBy
47170,Amphipoda,Amphipods,47628,preyedUponBy
47170,Katharina tunicata,Black Leather Chiton,47632,preyedUponBy
47170,Lottia,Lottia Limpets,48752,preyedUponBy
47170,Synisoma,,623653,preyedUponBy
49389,Animalia,Animals,1,eats
49389,Foraminiferida,Foraminifers,348288,eats
49389,Detritus,Detritus Moth,319556,eats
49389,Paranthomyza nitida,,626436,eatenBy
49389,Caryocolum cassella,,452994,eatenBy
49389,Puccinia arenariae,,383913,eatenBy
49389,Viola vaginata,,472307,pollinates
49389,Viola kusanoana,,1079653,pollinates
49389,,Speargrass moth,974709,pollinatedBy
49389,Lasioglossum,,57678,pollinatedBy
49389,Andrena,,57669,pollinatedBy
49389,Ceratina japonica ,Japanese Small carpenter,559054,pollinatedBy
49389,Dolichopus,,133493,pollinatedBy
49389,Aedes,,62989,pollinatedBy
49389,Peleteria,,62330,pollinatedBy
864989,Puccinia oxalidis,Oxalis rust,84767,eats
864989,Pseudozizeeria maha,Pale Grass Blue,145642,eatenBy
864989,Ceratina stuckenbergi,,572614,pollinatedBy
47375,Loxia leucoptera,White-winged Crossbill,10423,eats
47375,Henricus melanoleuca,,,eatenBy
47375,Achillea millefolium,Common Yarrow,52821,pollinates
47375,Persicaria thunbergii,,333071,pollinates
47375,Aster iinumae,,933569,pollinates
47375,Elaphromyia imcompleta ,,,pollinatedBy
47375,Bibio,Nematoceran Flies,154259,pollinatedBy
47375,Pycnonotus barbatus,Common Bulbul,14588,pollinatedBy
47375,Loxia leucoptera,White-winged Crossbill,10423,preysOn
47375,Corticeus linearis,,989246,preyedUponBy
179916,Plantae,plants,47126,eats
179916,Detritus,Detritus Moth,319556,eats
179916,Synedra ulna,,496856,eats
179916,Parkesia motacilla,Louisiana Waterthrush,73148,eatenBy
179916,Empidonax virescens,Acadian Flycatcher,16638,eatenBy
179916,Hylocichla mustelina,Wood Thrush,13270,eatenBy
179916,Coffea,Coffees,64343,pollinates
179916,Myotis septentrionalis,Northern Myotis,74719,preyedUponBy
78820,Lagopus muta,Rock Ptarmigan,949,eatenBy
75916,Ganoderma australe,southern bracket,179171,eatenBy
75916,Xylocopa appendiculata,Appendiculate Carpenter Bee,437628,pollinatedBy
48231,Puccinia recondita,orange wheat rust,409570,eats
48231,Pseudodineura fuscula,,1006578,eatenBy
48231,Spilogona,,378186,pollinatedBy
48231,Lophosceles minimus,,452744,pollinatedBy
48231,Eukiefferiella,,176380,pollinatedBy
48231,Drymeia,,448099,pollinatedBy
48231,,Speargrass moth,974709,pollinatedBy
48231,Aeolothrips intermedius,,987111,preyedUponBy
48231,Cantharis lateralis,,360296,preyedUponBy
48231,Amara consularis,,910005,preyedUponBy
48231,Amara communis,,130439,preyedUponBy
48622,Aphis coreopsidis,,330183,eatenBy
48622,Neoerysiphe galeopsidis,Labiate Powdery Mildew,565414,eatenBy
48622,Ectemnius,,130131,pollinatedBy
48622,Colletes,Cellophane Bees,127741,pollinatedBy
48622,Cerceris,Typical Weevil Wasps and Allies,81959,pollinatedBy
48622,Prosopis,mesquites,48060,pollinatedBy
48622,Apis,Honey Bees,47220,pollinatedBy
48622,Halictidae,Sweat Bees,49707,pollinatedBy
48622,Self pollinated,,,pollinatedBy
75501,Psilonotus achaeus,,1083445,eatenBy
75501,Halticoptera circulus,,264689,eatenBy
75501,Puccinia calcitrapae,,383952,eatenBy
75501,Bremia lactucae,,204632,eatenBy
55883,Choristoneura hebenstreitella,Great Tortrix,333914,eatenBy
55883,Marpesia chiron,Many-banded Daggerwing,126308,eatenBy
55883,Leucula festiva,,556100,eatenBy
55883,,Speargrass moth,974709,pollinatedBy
55883,Eurystylus sauteri ,,558232,pollinatedBy
55883,Byasa alcinous,Chinese windmill,356410,pollinatedBy
238331,Peronospora rumicis,,383460,eatenBy
238331,Puccinia acetosae,,383907,eatenBy
56739,Parus,Great Tits and Allies,13548,eats
56739,Tyrannus tyrannus,Eastern Kingbird,16782,eats
56739,Nezara viridula,Southern Green Stink Bug,141725,eatenBy
56739,Samia cynthia,Ailanthus Silkmoth,125073,eatenBy
56739,Vanessa cardui,Painted Lady,48548,eatenBy
56739,Spodoptera ornithogalli,Yellow-striped Armyworm Moth,118930,eatenBy
56739,Spodoptera exigua,Beet Armyworm Moth,231425,eatenBy
56739,Pyrrharctia isabella,Isabella Tiger Moth,59675,eatenBy
56739,Vireo olivaceus,Red-eyed Vireo,891704,eatenBy
56739,Apis mellifera,Western Honey Bee,47219,eatenBy
56739,Icerya purchasi,Cottony cushion scale,60921,eatenBy
56739,Vespula pensylvanica,Western Yellowjacket,61355,eatenBy
56739,Apis mellifera,Western Honey Bee,47219,pollinatedBy
56739,Rhaphigaster nebulosa,Mottled Stink Bug,142936,preyedUponBy
56739,Nezara viridula,Southern Green Stink Bug,141725,preyedUponBy
47544,Phragmidium violaceum,Rubus rust,205076,eats
47544,Phragmidium bulbosum,Orange Bramble Rust,472360,eats
47544,Kuehneola uredinis,pale bramble rust,382838,eats
47544,Monophadnoides ruficruris,,1154314,eatenBy
47544,Metallus pumilus,,967419,eatenBy
47544,Metallus albipes,,1000392,eatenBy
47544,Pieris,Garden Whites,55690,pollinatedBy
47544,,Speargrass moth,974709,pollinatedBy
47544,Lucilia,Greenbottle Flies,61858,pollinatedBy
47544,Syritta pipiens,Thick-legged Hover Fly,81979,pollinatedBy
57652,various,common hawthorn,51147,eats
57652,Trombidiidae,True Velvet Mites,57652,eatenBy
57652,Agelenidae,Funnel Weavers,47345,eatenBy
57652,Staphylinidae,Rove Beetles,47951,eatenBy
57652,Theridiidae,Cobweb Spiders,47371,eatenBy
57652,Geophilomorpha,Soil Centipedes,67662,eatenBy
57652,Philonthus,,132021,eatenBy
57652,Carabidae,Ground Beetles,49567,eatenBy
57652,Salticidae,Jumping Spiders,48139,eatenBy
57652,Thomisidae,Crab Spiders,47866,eatenBy
57652,Lycosidae,Wolf Spiders,47416,eatenBy
57652,various larvae,,,preysOn
57652,Trombidiidae,True Velvet Mites,57652,preyedUponBy
57652,Agelenidae,Funnel Weavers,47345,preyedUponBy
57652,Staphylinidae,Rove Beetles,47951,preyedUponBy
57652,Theridiidae,Cobweb Spiders,47371,preyedUponBy
57652,Geophilomorpha,Soil Centipedes,67662,preyedUponBy
57652,Philonthus,,132021,preyedUponBy
57652,Carabidae,Ground Beetles,49567,preyedUponBy
57652,Salticidae,Jumping Spiders,48139,preyedUponBy
57652,Thomisidae,Crab Spiders,47866,preyedUponBy
57652,Lycosidae,Wolf Spiders,47416,preyedUponBy
635761,Ornithogalum narbonense,Narbonne Star-of-Bethlehem,82905,eats
635761,Pulchellodromus bistigma,,783733,eatenBy
47567,Melampsora laricis-populina,Poplar Leaf Rust Fungus,715357,eats
47567,Melampsora populnea,dog's mercury rust,180020,eats
47567,Melampsora,,179921,eats
47567,Gynaephora groenlandica,Arctic Woolly Bear Moth,452615,eatenBy
47567,Gynaephora rossii,Ross' Tussock Moth,220737,eatenBy
47567,Clossiana titania,Titania's Fritillary,484083,eatenBy
47567,Drymeia,,448099,pollinatedBy
47567,,Speargrass moth,974709,pollinatedBy
47567,Spilogona,,378186,pollinatedBy
47567,Aedes,,62989,pollinatedBy
47567,Dolichopus,,133493,pollinatedBy
47567,Nysius,,176621,pollinatedBy
47567,Scolopia braunii,Brown Birch,369459,preysOn
319831,Furia ithacensis,,475193,eatenBy
50814,Larix,larches,55571,eats
50814,Pinus sylvestris,Scots pine,58722,eats
50814,Tremella polyporina,,1110079,eatenBy
50814,Argyranthemum tenerifae,Tenerife Daisy,559063,pollinates
50814,Sonchus,sow thistles,53270,pollinates
50814,Fallopia japonica,Japanese knotweed,914922,pollinates
50814,Coffea,Coffees,64343,pollinates
50814,Insecta,Insects,47158,pollinatedBy
50814,Detritus,Detritus Moth,319556,preysOn
50814,Littorina,Periwinkles,48919,preyedUponBy
50814,Amphipoda,Amphipods,47628,preyedUponBy
50814,Katharina tunicata,Black Leather Chiton,47632,preyedUponBy
50814,Lottia,Lottia Limpets,48752,preyedUponBy
50814,Synisoma,,623653,preyedUponBy
56189,Phleum pratense,Timothy grass,57190,eats
56189,Ranunculus repens,Creeping buttercup,48229,eats
56189,Bromus inermis,Smooth Brome,75903,eats
56189,Trifolium pratense,red clover,51875,eats
56189,Dactylis glomerata,orchard grass,52720,eats
56189,Lotus corniculatus,bird's-foot trefoil,47435,eats
56189,Mangora acalypha,Cricket-bat Orbweaver,319548,eatenBy
56189,Pseudophonus rufipes,Strawberry Seed Beetle,131099,eatenBy
56189,Amara consularis,,910005,eatenBy
56189,Xysticus ulmi,Swamp Crab Spider,496641,eatenBy
56189,Harpalus rufipes,Strawberry Seed Beetle,131099,eatenBy
56189,Theridiidae,Cobweb Spiders,47371,eatenBy
56189,Paederus riparius,,203056,eatenBy
56189,Araneus diadematus,Cross Orbweaver,52628,eatenBy
56189,Orthoptera,"Grasshoppers, Crickets, and Katydids",47651,eatenBy
56189,Formica,"Wood, Mound, and Field Ants",47339,eatenBy
56189,Robertus insignis,,784329,eatenBy
56189,Staphylinidae,Rove Beetles,47951,eatenBy
56189,Mangora acalypha,Cricket-bat Orbweaver,319548,preyedUponBy
56189,Pseudophonus rufipes,Strawberry Seed Beetle,131099,preyedUponBy
56189,Amara consularis,,910005,preyedUponBy
56189,Xysticus ulmi,Swamp Crab Spider,496641,preyedUponBy
56189,Harpalus rufipes,Strawberry Seed Beetle,131099,preyedUponBy
56189,Theridiidae,Cobweb Spiders,47371,preyedUponBy
56189,Paederus riparius,,203056,preyedUponBy
56189,Araneus diadematus,Cross Orbweaver,52628,preyedUponBy
56189,Orthoptera,"Grasshoppers, Crickets, and Katydids",47651,preyedUponBy
56189,Formica,"Wood, Mound, and Field Ants",47339,preyedUponBy
56189,Robertus insignis,,784329,preyedUponBy
56189,Staphylinidae,Rove Beetles,47951,preyedUponBy
7251,Santalum ellipticum,coast sandalwood,82767,eats
7251,Dracaena rockii,Maui hala pepe,167049,eats
7251,Melinis repens,Natal grass,77987,eats
7251,Plasmodium,Malaria,199354,eatenBy
7251,Leucocytozoon,,964475,eatenBy
7251,Epilobium hirsutum,Great Willowherb,84517,pollinates
7251,Cirsium arvense,creeping thistle,60132,pollinates
7251,Apiaceae,carrot family,48699,pollinates
7251,Icterus wagleri,Black-vented Oriole,9317,pollinatedBy
7251,Lumbricidae,Earthworms,69758,preysOn
7251,Araneidae,Orbweavers,47535,preysOn
7251,Garrulus glandarius,Eurasian Jay,8088,preyedUponBy
7251,Martes,Martens,41790,preyedUponBy
7251,Felis catus,Domestic Cat,118552,preyedUponBy
62997,Incisalia henrici,Henry's Elfin,127303,eatenBy
62997,Celastrina argiolus,Holly Blue,55640,eatenBy
62997,Apoidea,Bees and Apoid Wasps,47222,pollinatedBy
62997,Coleoptera,Beetles,47208,pollinatedBy
62997,Diptera,Flies,47822,pollinatedBy
83740,Chironomidae,Non-biting Midges,53275,eats
83740,Ephemeroptera,Mayflies,48011,eats
83740,Sigelgaita,,1290996,eatenBy
83740,Chironomidae,Non-biting Midges,53275,preysOn
83740,Eukiefferiella claripennis,,219725,preysOn
83740,Synorthocladius semivirens,,257672,preysOn
83740,Thienemanniella,,366252,preysOn
83740,Dytiscus,,88070,preyedUponBy
54743,Buellia,yellow map lichen,119888,eats
54743,Muellerella ventosicola,,463548,eatenBy
54743,Phormia regina,Black Blow Fly,449683,pollinatedBy
54743,Coenosia,Tiger Flies,132071,pollinatedBy
54743,Culex,,130033,pollinatedBy
54743,Sphecodes,Blood Bees,61891,pollinatedBy
54743,Diptera,Flies,47822,pollinatedBy
54743,Sayapis,,325491,pollinatedBy
54743,Tachytes,Sand-Loving Wasps,250753,pollinatedBy
54743,Phorbia,,985118,pollinatedBy
54743,Eumenes fraternus,Fraternal Potter Wasp,133765,pollinatedBy
54743,Euphoria fulgida,Emerald Euphoria,129219,pollinatedBy
54743,Syrphus,Common Flower Flies,52489,pollinatedBy
54743,Harrisina americana,Grapeleaf Skeletonizer Moth,126905,pollinatedBy
54743,Tachysphex,,92357,pollinatedBy
54743,Polistes,Umbrella Paper Wasps,52756,pollinatedBy
54743,Vespula,Ground Yellowjackets,61356,pollinatedBy
54743,Protista,protozoans,47686,preysOn
54743,Plantae,plants,47126,preysOn
54743,Bacteria,bacteria,67333,preysOn
54743,Littorina,Periwinkles,48919,preyedUponBy
54743,Katharina tunicata,Black Leather Chiton,47632,preyedUponBy
63573,Isodromus iceryae,,264988,eats
63573,Chrysoperla plorabunda,Weeping Green Lacewing,128932,eats
63573,Argiope argentata,Silver Garden Orbweaver,67706,eats
63573,Aphycus sumavicus,,1083796,eatenBy
63573,Torymus caudatus,,1083537,eatenBy
63573,Microterys lunatus,,1076811,eatenBy
63573,Vaccinium myrtillus,common bilberry,127029,pollinates
63573,Vaccinium uliginosum,bog bilberry,64714,pollinates
63573,Salix repens,Creeping Willow,321283,pollinates
63573,Salpingus ruficollis,,494609,preyedUponBy
63573,Corticeus linearis,,989246,preyedUponBy
63573,Ipidia binotata,,839592,preyedUponBy
63573,Colydium elongatum,,899967,preyedUponBy
63573,Dendrophagus crenatus,,876597,preyedUponBy
63573,Schizotus pectinicornis,Scarce Cardinal Beetle,211626,preyedUponBy
58961,Hypolimnas misippus,Danaid Eggfly,51578,eatenBy
58961,Junonia almana,Peacock Pansy,51654,eatenBy
58961,Phor,asphodels,71400,pollinatedBy
58961,Harrisina americana,Grapeleaf Skeletonizer Moth,126905,pollinatedBy
58961,Bracon,Ichneumonid and Braconid Wasps,47200,pollinatedBy
58961,Andrena,,57669,pollinatedBy
58961,Platycheirus clypeatus,,1304238,pollinatedBy
58961,Melanostoma scalare,Ladder-backed Hover Fly,70405,pollinatedBy
58961,Wind,bindweed family,52345,pollinatedBy
58961,Apis,Honey Bees,47220,pollinatedBy
359450,Puccinia hieracii,,352076,eats
359450,Bonasa umbellus,Ruffed Grouse,890,eatenBy
359450,Callipepla californica,California Quail,1409,eatenBy
359450,Turdus migratorius,American Robin,12727,eatenBy
359450,American black bear,American Black Bear,41638,eatenBy
359450,Sephanoides sephanoides,Firecrowns,6408,pollinatedBy
359450,Sephanoides fernandensis,Juan Fernández Firecrown,6410,pollinatedBy
359450,Toxomerus geminatus,Eastern Calligrapher,126532,preyedUponBy
129020,Puccinia albulensis,alpine veronica rust,1006680,eats
129020,Longitarsus longiseta,,997190,eatenBy
129020,Geina,,132673,eatenBy
129020,Bombus rufocinctus,Red-belted Bumble Bee,144011,eatenBy
54134,Pinus,pines,47561,eats
54134,Picea,spruces,63573,eats
54134,Pinopsida,conifers,136329,eats
54134,Triaxomera parasitella,Large Brindled Clothes Moth,470648,eatenBy
54134,Nemaxera betulinella,Golden-speckled Clothes Moth,522693,eatenBy
54134,Badhamia utricularis,,56264,eatenBy
52543,Hyalophora cecropia,Cecropia Moth,81582,eatenBy
52543,Lymantria dispar,LD Moth,47802,eatenBy
52543,Malacosoma americana,Eastern Tent Caterpillar Moth,211100,eatenBy
52543,Pyrrharctia isabella,Isabella Tiger Moth,59675,eatenBy
52543,Spilosoma virginica,Virginian Tiger Moth,60839,eatenBy
52543,Campaea perlata,Pale Beauty,81681,eatenBy
52543,Xylocopa virginica,Eastern Carpenter Bee,51110,eatenBy
52543,Graphis scripta,Common Script Lichen,117987,eatenBy
52543,Phoebis sennae,Cloudless Sulphur,48550,eatenBy
52543,Scutellinia setosa,,130856,eatenBy
52543,Bonasa umbellus,Ruffed Grouse,890,eatenBy
52543,Syrphus ribesii,Common Flower Fly,52488,pollinatedBy
52543,Collops quadrimaculatus,Four-spotted Collops,203323,pollinatedBy
52543,Megachile,"Leafcutter, Mortar, and Resin Bees",52784,pollinatedBy
52543,Andrena,,57669,pollinatedBy
52543,Anthidium,,638430,pollinatedBy
52543,Melissodes,,571345,pollinatedBy
52543,Wind,bindweed family,52345,pollinatedBy
52543,Apoidea,Bees and Apoid Wasps,47222,pollinatedBy
55972,Puccinia coronata,Puccinia ser. Coronata,1240669,eats
55972,Garrulus glandarius,Eurasian Jay,8088,eatenBy
55972,Passer domesticus,House Sparrow,13858,eatenBy
55972,Vulpes vulpes,Red Fox,42069,eatenBy
55972,Sturnus vulgaris,European Starling,14850,eatenBy
55972,Pezicula frangulae,,782226,eatenBy
55972,Puccinia coronata,Puccinia ser. Coronata,1240669,eatenBy
55972,Frangula alnus,glossy buckthorn,55972,eatenBy
55972,Schizotus pectinicornis,Scarce Cardinal Beetle,211626,preyedUponBy
51633,Blumeria graminis,Barley powdery mildew,326134,eatenBy
68912,Porcellio dilatatus,Giant Canyon Woodlouse,339101,eats
68912,Oniscidea,"Woodlice, Pillbugs, and Rock Slaters",84718,eats
68912,Porcellio scaber,Common Rough Woodlouse,122238,preysOn
48284,Bacteria,bacteria,67333,eats
48284,leaf litter,Leaf Litter Toad,67078,eats
48284,mykorrhiza,Glomeromycetes,151868,eats
48284,Detritus,Detritus Moth,319556,eats
48284,Calathus fuscipes,,131007,eatenBy
48284,Mangora acalypha,Cricket-bat Orbweaver,319548,eatenBy
48284,Loricera pilicornis,,131819,eatenBy
48284,Pseudophonus rufipes,Strawberry Seed Beetle,131099,eatenBy
48284,Amara consularis,,910005,eatenBy
48284,Amara communis,,130439,eatenBy
48284,Harpalus rufipes,Strawberry Seed Beetle,131099,eatenBy
48284,Xysticus ulmi,Swamp Crab Spider,496641,eatenBy
48284,Agalenatea redii,Gorse Orbweaver,121779,eatenBy
48284,Carabidae,Ground Beetles,49567,eatenBy
48284,Abax parallelepipedus,,130409,eatenBy
48284,Geophilomorpha,Soil Centipedes,67662,eatenBy
48284,Calathus fuscipes,,131007,preyedUponBy
48284,Mangora acalypha,Cricket-bat Orbweaver,319548,preyedUponBy
48284,Loricera pilicornis,,131819,preyedUponBy
48284,Pseudophonus rufipes,Strawberry Seed Beetle,131099,preyedUponBy
48284,Amara consularis,,910005,preyedUponBy
48284,Amara communis,,130439,preyedUponBy
48284,Harpalus rufipes,Strawberry Seed Beetle,131099,preyedUponBy
48284,Xysticus ulmi,Swamp Crab Spider,496641,preyedUponBy
48284,Agalenatea redii,Gorse Orbweaver,121779,preyedUponBy
48284,Carabidae,Ground Beetles,49567,preyedUponBy
48284,Abax parallelepipedus,,130409,preyedUponBy
48284,Geophilomorpha,Soil Centipedes,67662,preyedUponBy
47380,Salix,Willows,53453,eats
47380,Tremella polyporina,,1110079,eatenBy
47380,Gastropoda,Gastropods,47114,preyedUponBy
46095,Pisum sativum,Common Pea,54522,eats
46095,Oropsylla arctomys,,1124522,eatenBy
46095,Enderleinellus,,1022178,eatenBy
53104,Puccinia hieracii,,352076,eats
53104,Syrphidae,Hover Flies,49995,eatenBy
53104,Cornu aspersum,Garden Snail,480298,eatenBy
53104,Apis mellifera,Western Honey Bee,47219,eatenBy
53104,Aphis gossypii,Melon Aphid,309466,eatenBy
53104,Polites sabuleti,Sandhill Skipper,59192,eatenBy
53104,Augochlorella pomoniella,Peridot Sweat Bee,82525,eatenBy
53104,Hylaeus,Masked Bees,127812,eatenBy
53104,Ochlodes agricola,Rural Skipper,55785,eatenBy
53104,Sphaerophoria sulphuripes,Forked Globetail,129893,eatenBy
53104,Lon melane,Umber Skipper,1081332,eatenBy
53104,Hypochaeris radicata,Common Cat's-ear,53104,eatenBy
53104,Pieris rapae,Cabbage White,55626,eatenBy
53104,Melangyna,Halfbands,70210,pollinatedBy
53104,Leioproctus fulvescens,Tawny Nesocolletes,973222,pollinatedBy
53104,Lycaena,Copper Butterflies,54010,pollinatedBy
333586,Detritus,Detritus Moth,319556,eats
333586,Plantae,plants,47126,eats
333586,Glaridacris catostomi,,209247,eatenBy
333586,Protista,protozoans,47686,preysOn
333586,Tropisternus,,133623,preyedUponBy
333586,Taricha torosa,California Newt,27818,preyedUponBy
333586,Anax junius,Common Green Darner,67731,preyedUponBy
333586,Fulica americana,American Coot,473,preyedUponBy
48202,Medicago,medics,53152,eats
48202,Vireo olivaceus,Red-eyed Vireo,891704,eatenBy
48202,Cistus,Shrubby Rock-roses,64322,pollinates
48202,Halimium halimifolium,Spotted yellow sun rose,82703,pollinates
48202,Hemaris,Clearwings and Bee Hawkmoths,51669,pollinatedBy
48202,Dasyhelea obscura,,990540,preysOn
48202,Acanthepeira,Star-bellied Orb-web Spiders,51710,preyedUponBy
711086,Amblyscirtes vialis,Common Roadside-Skipper,58518,pollinatedBy
60748,Smilax,greenbriers,60748,eats
60748,Catharus ustulatus,Swainson's Thrush,12878,eatenBy
60748,Phytocoris,,178498,pollinatedBy
60748,Polistes,Umbrella Paper Wasps,52756,pollinatedBy
60748,Halictus,Furrow Bees,57677,pollinatedBy
60748,Bracon,Ichneumonid and Braconid Wasps,47200,pollinatedBy
122222,Pelegrina galathea,Peppered Jumping Spider,148090,eatenBy
122222,Oxyopes salticus,Striped Lynx Spider,83844,eatenBy
122222,Pisaurina mira,American Nursery Web Spider,84109,eatenBy
122222,Pelegrina galathea,Peppered Jumping Spider,148090,preyedUponBy
122222,Oxyopes salticus,Striped Lynx Spider,83844,preyedUponBy
122222,Pisaurina mira,American Nursery Web Spider,84109,preyedUponBy
155185,Avena,Oats,52697,eats
155185,Zea mays,Maize,48448,eats
155185,Ipomoea batatas,sweet potato,62941,eats
155185,Sorghum,"Johnsongrasses, milos, sudangrasses, and allies",58388,eats
155185,Turdus migratorius,American Robin,12727,eatenBy
155185,Coreopsis tinctoria,plains coreopsis,76445,pollinates
155185,Passiflora,Passionfruit Family,51451,preysOn
155185,Agalenatea redii,Gorse Orbweaver,121779,preyedUponBy
155185,Mangora acalypha,Cricket-bat Orbweaver,319548,preyedUponBy
155185,Xysticus ulmi,Swamp Crab Spider,496641,preyedUponBy
155185,Synema globosum,Napoleon Spider,245656,preyedUponBy
155185,Amara communis,,130439,preyedUponBy
155185,Allagelena gracilens,,496243,preyedUponBy
155185,Notiophilus aquaticus,,226010,preyedUponBy
49917,Bombus vosnesenskii,Yellow-faced Bumble Bee,57689,eatenBy
49917,Toxomerus marginatus,Margined Calligrapher,126889,eatenBy
49917,Augochlorella aurata,Golden Sweat Bee,133766,eatenBy
49917,Anthophora californica,California Digger Bee,308726,eatenBy
49917,Apoidea,Bees and Apoid Wasps,47222,pollinatedBy
52910,Cepaea nemoralis,Brown-lipped Snail,48586,eats
52910,Spalangia nigroaenea,,264550,eatenBy
52910,Tradescantia virginiana,Virginia spiderwort,130991,pollinates
52910,Symphoricarpos orbiculatus,coralberry,128838,pollinates
52910,Nepeta cataria,Catnip,48622,pollinates
52910,Sanguinaria canadensis,bloodroot,51044,pollinates
52910,Ipomoea purpurea,common morning-glory,52344,pollinates
52910,Rhus typhina,staghorn sumac,167829,pollinates
52910,Solidago rigida,stiff-leaved goldenrod,125721,pollinates
52910,Monarda fistulosa,wild bergamot,85320,pollinates
52910,Lespedeza capitata,round-headed bush clover,125186,pollinates
52910,Maianthemum stellatum,star-flowered lily-of-the-valley,53268,pollinates
52910,Stellaria media,common chickweed,53298,pollinates
52910,Lithospermum canescens,hoary puccoon,48595,pollinates
52910,Nelumbo lutea,American lotus,84160,pollinates
52910,Rudbeckia laciniata,cutleaf coneflower,116735,pollinates
52910,Acrididae,Short-horned Grasshoppers,47649,preysOn
52910,Vespa velutina,Yellow-legged Hornet,119019,preyedUponBy
52383,Chalcophora,Sculptured Pine Borers,146918,eatenBy
52383,Eurytoma,,250200,eatenBy
52383,Aphytis mytilaspidis,,385936,eatenBy
52383,Trichogramma minutum,,264819,eatenBy
47822,Pastinachus sephen,Cowtail Stingray,47277,eats
47822,Tordylium apulum,Mediterranean Hartwort,155794,pollinates
47822,Petrorhagia dubia,Hairypink,60602,pollinates
47822,Tragopogon porrifolius,purple salsify,54141,pollinates
47822,Euphorbia,spurges,51822,pollinates
47822,Phytomia incisa,,683768,pollinatedBy
47822,Phytomia erratica,,683766,pollinatedBy
47822,Synorthocladius semivirens,,257672,preysOn
47822,Thienemanniella,,366252,preysOn
47822,Eukiefferiella claripennis,,219725,preysOn
47822,Squalius cephalus,Chub,113003,preyedUponBy
47822,Gobio gobio,Perch-like Fishes,47233,preyedUponBy
47822,Phoxinus phoxinus,,91026,preyedUponBy
47822,Salmo trutta,Brown Trout,47518,preyedUponBy
47822,Salmo salar,Atlantic Salmon,48648,preyedUponBy
144128,Agelenidae,Funnel Weavers,47345,eats
144128,Staphylinidae,Rove Beetles,47951,eats
144128,Elateridae,Click Beetles,53248,eats
144128,Anthicidae,Ant-like Flower Beetles,85586,eats
144128,Harpalinae,,202104,eats
144128,Aleocharinae,,203242,eats
144128,Coleoptera,Beetles,47208,eats
144128,Theridiidae,Cobweb Spiders,47371,eats
144128,Porcellio dilatatus,Giant Canyon Woodlouse,339101,eats
144128,Curculionidae,True Weevils,48736,eats
144128,Thomisidae,Crab Spiders,47866,eats
144128,Salticidae,Jumping Spiders,48139,eats
144128,Buprestidae,Metallic Wood-boring Beetles,54964,eats
144128,Pardosa,Thin-legged Wolf Spiders,47415,eats
144128,Philoscia muscorum,Common Striped Woodlouse,48292,eats
144128,Araneidae,Orbweavers,47535,eats
144128,Oniscus asellus,Common Shiny Woodlouse,48284,eats
144128,Trombidiidae,True Velvet Mites,57652,eats
