id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count
26900361,47691,Field madder,Sherardia arvensis,zenak1,https://inaturalist-open-data.s3.amazonaws.com/photos/41799093/medium.jpeg,species,47692,47126|211194|47124|47363|47693|47692|47691,1,1
13118745,52701,bromes,Bromus,sienad1,https://inaturalist-open-data.s3.amazonaws.com/photos/19123266/medium.jpg,genus,47434,47126|211194|47163|47162|47434|52701,1,2
13355495,48253,thujas,Thuja,jvayal111,https://inaturalist-open-data.s3.amazonaws.com/photos/19575997/medium.jpg,genus,47374,47126|211194|136329|47375|47374|48253,1,1
6445466,48284,Common Shiny Woodlouse,Oniscus asellus,jmamp,https://inaturalist-open-data.s3.amazonaws.com/photos/8143858/medium.jpg,species,48290,1|47120|47187|48147|48291|48290|48284,1,1
6445548,47380,shelf fungi,Polyporales,harrisongarcia,https://inaturalist-open-data.s3.amazonaws.com/photos/8143882/medium.jpeg,order,50814,47170|47169|50814|47380,1,3
48021633,194476,Mossy Maze Polypore,Cerrena unicolor,saral618,https://inaturalist-open-data.s3.amazonaws.com/photos/76175360/medium.jpg,species,194479,47170|47169|50814|47380|974712|194479|194476,1,1
3299507,216354,Black Bit Moth,Celiptera frustulum,joshuakansky,https://inaturalist-open-data.s3.amazonaws.com/photos/3813637/medium.jpg,species,174548,1|47120|47158|47157|121850|174548|216354,1,1
48055962,52673,rough horsetail,Equisetum hyemale,brandon_chazan,https://inaturalist-open-data.s3.amazonaws.com/photos/76230372/medium.jpg,species,47746,47126|211194|121943|47748|47747|47746|52673,1,1
6445419,52543,sugar maple,Acer saccharum,miab1,https://static.inaturalist.org/photos/8143780/medium.jpg,species,47727,47126|211194|47124|47729|58321|47727|52543,1,1
81556195,47415,Thin-legged Wolf Spiders,Pardosa,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/133784874/medium.jpeg,genus,47416,1|47120|47119|47118|47416|47415,1,1
6457231,52383,red pine,Pinus resinosa,harrisongarcia,https://inaturalist-open-data.s3.amazonaws.com/photos/8161901/medium.jpeg,species,47561,47126|211194|136329|47375|47562|47561|52383,1,1
81556565,203680,Hawkweeds,Pilosella,fweber3,https://inaturalist-open-data.s3.amazonaws.com/photos/133785912/medium.jpg,genus,47604,47126|211194|47124|47605|47604|203680,1,2
26389405,51884,stinging nettle,Urtica dioica,sophiefinkelstein,https://inaturalist-open-data.s3.amazonaws.com/photos/40975022/medium.jpg,species,51886,47126|211194|47124|47132|51885|51886|51884,1,1
48144986,208830,tsutsusi azalea,Rhododendron indicum,annatom1,https://inaturalist-open-data.s3.amazonaws.com/photos/76376250/medium.jpg,species,49487,47126|211194|47124|47181|133387|49487|208830,1,1
48183947,209233,Domestic Horse,Equus caballus,ilyssa,https://inaturalist-open-data.s3.amazonaws.com/photos/76438821/medium.jpg,species,43329,1|2|40151|43327|43328|43329|209233,1,1
48174413,210119,Nosy Pill Woodlouse,Armadillidium nasatum,antonio641,https://inaturalist-open-data.s3.amazonaws.com/photos/76423434/medium.jpg,species,48295,1|47120|47187|48147|48296|48295|210119,1,1
3306839,228447,,Podabrus tricostatus,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/3822242/medium.jpeg,species,57768,1|47120|47158|47208|52932|57768|228447,1,1
1556261,51954,Eastern Cicada-killer Wasp,Sphecius speciosus,airenerosallea,https://inaturalist-open-data.s3.amazonaws.com/photos/1926762/medium.png,species,51956,1|47120|47158|47201|51955|51956|51954,1,1
48187914,184884,Winged and Once-winged Insects,Pterygota,jamespurcell,https://inaturalist-open-data.s3.amazonaws.com/photos/76445444/medium.jpg,subclass,47158,1|47120|47158|184884,1,1
81194701,48134,Ant-mimic Sac Spiders,Castianeira,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/133152466/medium.jpeg,genus,47418,1|47120|47119|47118|47418|48134,1,1
6445589,48202,"Scarabs, Stag Beetles and Allies",Scarabaeoidea,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/8144059/medium.jpeg,superfamily,47208,1|47120|47158|47208|48202,1,1
25971186,52764,common selfheal,Prunella vulgaris,tae3,https://inaturalist-open-data.s3.amazonaws.com/photos/40285145/medium.jpg,species,52765,47126|211194|47124|48151|48623|52765|52764,1,1
1556185,47157,Butterflies and Moths,Lepidoptera,erics5,https://inaturalist-open-data.s3.amazonaws.com/photos/1926691/medium.jpg,order,47158,1|47120|47158|47157,1,19
48143398,165474,Chinese silver grass,Miscanthus sinensis,jasmine_lee,https://inaturalist-open-data.s3.amazonaws.com/photos/76373296/medium.jpg,species,125625,47126|211194|47163|47162|47434|125625|165474,1,1
26056415,47362,dogbane family,Apocynaceae,ethanripps,https://inaturalist-open-data.s3.amazonaws.com/photos/40425634/medium.jpeg,family,47363,47126|211194|47124|47363|47362,1,3
48140115,53375,silverleaf cotoneaster,Cotoneaster pannosus,jasmine_lee,https://inaturalist-open-data.s3.amazonaws.com/photos/76368270/medium.jpg,species,53376,47126|211194|47124|47132|47148|53376|53375,1,1
48254340,47735,Millipedes,Diplopoda,matthew965,https://inaturalist-open-data.s3.amazonaws.com/photos/76555798/medium.jpg,class,47120,1|47120|47735,1,1
48176751,53326,greater periwinkle,Vinca major,rebekahf06,https://inaturalist-open-data.s3.amazonaws.com/photos/76427274/medium.jpg,species,53327,47126|211194|47124|47363|47362|53327|53326,1,1
48130312,16782,Eastern Kingbird,Tyrannus tyrannus,jackmadden5,https://inaturalist-open-data.s3.amazonaws.com/photos/76352853/medium.jpg,species,16768,1|2|3|7251|980017|16768|16782,1,1
48278524,47726,boxelder,Acer negundo,idanm,https://inaturalist-open-data.s3.amazonaws.com/photos/76594977/medium.jpg,species,47727,47126|211194|47124|47729|58321|47727|47726,1,1
3307016,47163,monocots,Liliopsida,paulinap1,https://inaturalist-open-data.s3.amazonaws.com/photos/3822388/medium.jpg,class,211194,47126|211194|47163,1,69
47999958,47780,Irises,Iris,benjaminf2,https://inaturalist-open-data.s3.amazonaws.com/photos/76142924/medium.jpg,genus,47781,47126|211194|47163|47218|47781|47780,1,5
81187121,47374,cypress family,Cupressaceae,aryan_patel,https://static.inaturalist.org/photos/133140402/medium.jpeg,family,47375,47126|211194|136329|47375|47374,1,6
81644444,47699,wild geranium,Geranium maculatum,dylan_v,https://static.inaturalist.org/photos/133924956/medium.jpg,species,47701,47126|211194|47124|47690|47689|47701|47699,1,1
3310876,53107,prickly lettuce,Lactuca serriola,jordanc9998,https://inaturalist-open-data.s3.amazonaws.com/photos/3826803/medium.JPG,species,53106,47126|211194|47124|47605|47604|53106|53107,1,1
48247051,168387,Purple Wood Sage,Salvia nemorosa,connorippolito,https://static.inaturalist.org/photos/76543803/medium.jpg,species,50644,47126|211194|47124|48151|48623|50644|168387,1,1
6445575,53104,Common Cat's-ear,Hypochaeris radicata,harrisongarcia,https://inaturalist-open-data.s3.amazonaws.com/photos/8143978/medium.jpeg,species,51900,47126|211194|47124|47605|47604|51900|53104,1,1
83406604,52989,Bull Thistle,Cirsium vulgare,kwadwo,https://inaturalist-open-data.s3.amazonaws.com/photos/136979094/medium.jpg,species,48561,47126|211194|47124|47605|47604|48561|52989,1,1
26323769,168687,Sprangletop,Scolochloa festucacea,sleoce,https://inaturalist-open-data.s3.amazonaws.com/photos/40868045/medium.jpg,species,156127,47126|211194|47163|47162|47434|156127|168687,1,1
47904727,47925,Narrow-winged Damselflies,Coenagrionidae,anish11,https://inaturalist-open-data.s3.amazonaws.com/photos/75989657/medium.jpg,family,47792,1|47120|47158|47792|47925,1,3
6456864,52910,Flesh Flies,Sarcophagidae,evand1,https://inaturalist-open-data.s3.amazonaws.com/photos/8161331/medium.jpg,family,47822,1|47120|47158|47822|52910,1,1
47899056,171203,garden pansy,Viola × wittrockiana,jdcazes,https://inaturalist-open-data.s3.amazonaws.com/photos/75979684/medium.jpeg,hybrid,50829,47126|211194|47124|51820|50828|50829|171203,1,1
48166807,48089,Schizophoran Flies,Schizophora,annatom1,https://inaturalist-open-data.s3.amazonaws.com/photos/76410871/medium.jpg,zoosection,47822,1|47120|47158|47822|48089,1,1
48142281,48098,red maple,Acer rubrum,sarahb2449,https://inaturalist-open-data.s3.amazonaws.com/photos/76371668/medium.jpg,species,47727,47126|211194|47124|47729|58321|47727|48098,1,1
81463049,52855,wormwoods and sagebrushes,Artemisia,veronikad,https://inaturalist-open-data.s3.amazonaws.com/photos/133621640/medium.jpg,genus,47604,47126|211194|47124|47605|47604|52855,1,8
13120244,52818,yarrows,Achillea,kathleen91,https://inaturalist-open-data.s3.amazonaws.com/photos/19123293/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|52818,1,1
26383333,48151,"mints, plantains, olives, and allies",Lamiales,bschatz01,https://inaturalist-open-data.s3.amazonaws.com/photos/40965548/medium.jpg,order,47124,47126|211194|47124|48151,1,47
81654646,52775,Bumble Bees,Bombus,mariamr48,https://inaturalist-open-data.s3.amazonaws.com/photos/133943587/medium.jpg,genus,47221,1|47120|47158|47201|47221|52775,1,2
3315359,179916,Crane Flies,Tipulomorpha,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/3831366/medium.jpeg,infraorder,47822,1|47120|47158|47822|179916,1,1
48243903,232173,American Horse Fly,Tabanus americanus,tommysantulli3,https://inaturalist-open-data.s3.amazonaws.com/photos/76538791/medium.jpg,species,49704,1|47120|47158|47822|47821|49704|232173,1,1
1571813,363733,Blue Fescue,Festuca longifolia,kylew3,https://inaturalist-open-data.s3.amazonaws.com/photos/1950135/medium.jpg,species,57170,47126|211194|47163|47162|47434|57170|363733,1,1
1558702,236562,Cordate Flapwort,Jungermannia exsertifolia cordifolia,elizabethv3,https://inaturalist-open-data.s3.amazonaws.com/photos/1929623/medium.jpg,subspecies,164299,47126|64615|67852|55253|56468|157583|164299|236562,1,1
13148007,49996,Root-maggot Flies,Anthomyiidae,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/19177672/medium.jpeg,family,47822,1|47120|47158|47822|49996,1,1
3298405,49664,planes,Platanus,nickjryu,https://inaturalist-open-data.s3.amazonaws.com/photos/3812148/medium.jpeg,genus,49663,47126|211194|47124|64516|49663|49664,1,1
81501499,343798,,Crinocheta,j05hua,https://inaturalist-open-data.s3.amazonaws.com/photos/133685860/medium.jpg,zoosection,48147,1|47120|47187|48147|343798,1,1
1610618,48904,Asian Shore Crab,Hemigrapsus sanguineus,mattolive,https://inaturalist-open-data.s3.amazonaws.com/photos/1979921/medium.jpg,species,48343,1|47120|47187|47186|48344|48343|48904,1,1
48154700,39775,Eastern Painted Turtle,Chrysemys picta picta,sarahb2449,https://inaturalist-open-data.s3.amazonaws.com/photos/76391873/medium.jpg,subspecies,39771,1|2|26036|39532|39760|39770|39771|39775,1,1
6456770,49917,blue-eyed grasses,Sisyrinchium,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/8161205/medium.jpeg,genus,47781,47126|211194|47163|47218|47781|49917,1,3
48135330,48726,northern blue flag,Iris versicolor,sanjana9,https://inaturalist-open-data.s3.amazonaws.com/photos/76360616/medium.jpg,species,47780,47126|211194|47163|47218|47781|47780|48726,1,1
48129433,50001,Eastern Box Turtle,Terrapene carolina carolina,jackmadden5,https://inaturalist-open-data.s3.amazonaws.com/photos/76351348/medium.jpg,subspecies,39814,1|2|26036|39532|39760|39806|39814|50001,1,1
48135850,236935,Domestic Mallard,Anas platyrhynchos domesticus,sanjana9,https://inaturalist-open-data.s3.amazonaws.com/photos/76361345/medium.jpg,variety,6930,1|2|3|6888|6912|6922|6930|236935,1,1
48255517,39782,Common Slider,Trachemys scripta,hmckiverkin11,https://inaturalist-open-data.s3.amazonaws.com/photos/76557671/medium.jpg,species,39776,1|2|26036|39532|39760|39776|39782,1,1
81656257,9915,Summer Tanager,Piranga rubra,moosty123,https://inaturalist-open-data.s3.amazonaws.com/photos/133947514/medium.jpg,species,9913,1|2|3|7251|71305|9913|9915,1,1
81561598,326777,"Ants, Bees, and Stinging Wasps",Aculeata,emilyd5,https://inaturalist-open-data.s3.amazonaws.com/photos/133793860/medium.jpg,infraorder,47201,1|47120|47158|47201|326777,1,1
1556407,47158,Insects,Insecta,davidc6,https://inaturalist-open-data.s3.amazonaws.com/photos/1926893/medium.jpg,class,47120,1|47120|47158,1,121
81472909,48629,American plum,Prunus americana,aryan_patel,https://static.inaturalist.org/photos/133638765/medium.jpeg,species,47351,47126|211194|47124|47132|47148|47351|48629,1,1
25993626,50280,,Parthenocissus,tae3,https://inaturalist-open-data.s3.amazonaws.com/photos/40324685/medium.jpg,genus,50279,47126|211194|47124|71291|50279|50280,1,7
1572676,48961,eastern skunk cabbage,Symplocarpus foetidus,airenerosallea,https://inaturalist-open-data.s3.amazonaws.com/photos/1945393/medium.jpeg,species,48533,47126|211194|47163|48073|48536|48533|48961,1,1
48025349,49005,northern red oak,Quercus rubra,aliyahschwartz,https://inaturalist-open-data.s3.amazonaws.com/photos/76181259/medium.jpg,species,47851,47126|211194|47124|47853|47852|47851|49005,1,1
48254713,49556,Centipedes,Chilopoda,matthew965,https://inaturalist-open-data.s3.amazonaws.com/photos/76556448/medium.jpg,class,47120,1|47120|49556,1,2
26311087,49006,black oak,Quercus velutina,aimen,https://inaturalist-open-data.s3.amazonaws.com/photos/40847416/medium.jpg,species,47851,47126|211194|47124|47853|47852|47851|49006,1,1
1582803,49025,Leafhoppers and Treehoppers,Membracoidea,abhiraj311,https://inaturalist-open-data.s3.amazonaws.com/photos/1953844/medium.jpg,superfamily,47744,1|47120|47158|47744|49025,1,1
26404584,345605,,Caprifolioideae,prclaudiajo,https://inaturalist-open-data.s3.amazonaws.com/photos/40997798/medium.jpg,subfamily,48527,47126|211194|47124|48526|48527|345605,1,1
48068789,49530,Geometer Moths,Geometridae,tmuhlmeister1,https://inaturalist-open-data.s3.amazonaws.com/photos/76251191/medium.jpg,family,47157,1|47120|47158|47157|49530,1,3
81372443,373844,"Chamomiles, yarrows, and allies",Anthemideae,carinamh,https://inaturalist-open-data.s3.amazonaws.com/photos/133461575/medium.jpg,tribe,47604,47126|211194|47124|47605|47604|373844,1,1
48047574,491889,Velvet Mites,Trombidioidea,alizafeffer,https://static.inaturalist.org/photos/76216890/medium.jpg,superfamily,83740,1|47120|47119|83740|491889,1,1
48062737,347897,scaly shield,Pluteus petasatus,mfriedman10,https://static.inaturalist.org/photos/76241019/medium.jpg,species,60783,47170|47169|50814|47167|48420|60783|347897,1,1
81514659,372740,Higher Ascomycetes,Pezizomycotina,kimt315,https://inaturalist-open-data.s3.amazonaws.com/photos/133712944/medium.jpg,subphylum,48250,47170|48250|372740,1,1
47995070,49398,mountain-laurels,Kalmia,annatom1,https://inaturalist-open-data.s3.amazonaws.com/photos/76135363/medium.jpg,genus,133387,47126|211194|47124|47181|133387|49398,1,1
6445373,359450,,Cichorieae,aleyah,https://inaturalist-open-data.s3.amazonaws.com/photos/8143679/medium.jpg,tribe,47604,47126|211194|47124|47605|47604|359450,1,1
3307013,163793,Wall hawkweed,Hieracium murorum,deanaprochnau,https://inaturalist-open-data.s3.amazonaws.com/photos/3822382/medium.jpg,species,55910,47126|211194|47124|47605|47604|55910|163793,1,1
13355548,47555,yews,Taxus,jvayal111,https://inaturalist-open-data.s3.amazonaws.com/photos/19576072/medium.jpg,genus,47556,47126|211194|136329|47375|47556|47555,1,1
3299627,360735,Black-palped Jumping Spider,Pseudeuophrys erratica,elianascobey,https://inaturalist-open-data.s3.amazonaws.com/photos/3813885/medium.jpg,species,322828,1|47120|47119|47118|48139|322828|360735,1,1
3305925,364095,Linden Bark Borer Moth,Chrysoclista linneella,kathrynbelkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3820893/medium.jpg,species,364096,1|47120|47158|47157|81988|364096|364095,1,1
48253275,475433,,Coryphoideae,brianb4,https://inaturalist-open-data.s3.amazonaws.com/photos/76554014/medium.jpg,subfamily,48867,47126|211194|47163|48866|48867|475433,1,1
6432130,319831,Common Snipe Fly,Rhagio mystaceus,zackk1,https://static.inaturalist.org/photos/8122841/medium.jpg,species,60471,1|47120|47158|47822|60470|60471|319831,1,1
48032620,505478,Domestic Chicken,Gallus gallus domesticus,brandon_chazan,https://inaturalist-open-data.s3.amazonaws.com/photos/76192899/medium.jpg,variety,882,1|2|3|573|574|879|882|505478,1,1
3307033,50898,"magnolias, nutmegs, and allies",Magnoliales,paulinap1,https://inaturalist-open-data.s3.amazonaws.com/photos/3822418/medium.jpg,order,47124,47126|211194|47124|50898,1,4
48184078,363598,,Myrmentoma,emmagarbowitz17,https://inaturalist-open-data.s3.amazonaws.com/photos/76439048/medium.jpg,subgenus,62781,1|47120|47158|47201|47336|62781|363598,1,1
3317016,238331,Common Sorrel,Rumex acetosa acetosa,sarahb5,https://inaturalist-open-data.s3.amazonaws.com/photos/3832838/medium.JPG,subspecies,55821,47126|211194|47124|47366|48382|53196|55821|238331,1,1
81612107,48460,,Life,alexozsolak,https://inaturalist-open-data.s3.amazonaws.com/photos/133867932/medium.jpg,stateofmatter,0,48460,1,1
3298318,51637,"crabgrasses, cottontops, and allies",Digitaria,alexadrapkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3812036/medium.jpg,genus,47434,47126|211194|47163|47162|47434|51637,1,2
1556290,47213,Sphinx Moths,Sphingidae,retnies123,https://inaturalist-open-data.s3.amazonaws.com/photos/1926797/medium.png,family,47157,1|47120|47158|47157|47213,1,2
6445439,51633,Hairy Crabgrass,Digitaria sanguinalis,miab1,https://static.inaturalist.org/photos/8143817/medium.jpg,species,51637,47126|211194|47163|47162|47434|51637|51633,1,1
48024500,243824,mock strawberry,Potentilla indica,aliyahschwartz,https://inaturalist-open-data.s3.amazonaws.com/photos/76179944/medium.jpg,species,53186,47126|211194|47124|47132|47148|53186|243824,1,1
3306971,51610,Germander Speedwell,Veronica chamaedrys,paulinap1,https://inaturalist-open-data.s3.amazonaws.com/photos/3822320/medium.jpg,species,51611,47126|211194|47124|48151|50638|51611|51610,1,1
48670356,51393,Temperate Basses,Moronidae,cameronlee1,https://inaturalist-open-data.s3.amazonaws.com/photos/77237421/medium.jpg,family,47233,1|2|47178|47233|51393,1,1
48243586,47201,"Ants, Bees, Wasps, and Sawflies",Hymenoptera,aila14,https://static.inaturalist.org/photos/76539110/medium.png,order,47158,1|47120|47158|47201,1,47
47512626,41663,Common Raccoon,Procyon lotor,maggiecass18,https://inaturalist-open-data.s3.amazonaws.com/photos/75359986/medium.jpg,species,41661,1|2|40151|41573|41660|41661|41663,1,1
3298292,48548,Painted Lady,Vanessa cardui,brandonk3,https://inaturalist-open-data.s3.amazonaws.com/photos/3812011/medium.jpg,species,48507,1|47120|47158|47157|47922|48507|48548,1,1
48255955,51079,poison ivies and oaks,Toxicodendron,avadominick,https://inaturalist-open-data.s3.amazonaws.com/photos/76558418/medium.jpg,genus,48874,47126|211194|47124|47729|48874|51079,1,10
48243005,40085,Gopher Tortoise,Gopherus polyphemus,elle46,https://inaturalist-open-data.s3.amazonaws.com/photos/76536496/medium.jpg,species,40082,1|2|26036|39532|40019|40082|40085,1,1
3298305,50879,fleabanes and horseweeds,Erigeron,alexadrapkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3812021/medium.jpg,genus,47604,47126|211194|47124|47605|47604|50879,1,1
25993155,48626,"evening primroses, sundrops, and beeblossoms",Oenothera,loganm2,https://inaturalist-open-data.s3.amazonaws.com/photos/40324063/medium.jpg,genus,47790,47126|211194|47124|47791|47790|48626,1,1
81659440,50863,green algae,Chlorophyta,moosty123,https://inaturalist-open-data.s3.amazonaws.com/photos/134118712/medium.jpg,phylum,47126,47126|50863,1,1
26418193,50853,Mouse-ear Chickweeds,Cerastium,priyanka13,https://inaturalist-open-data.s3.amazonaws.com/photos/41020170/medium.jpg,genus,48567,47126|211194|47124|47366|48567|50853,1,1
48177983,47588,pink lady's slipper,Cypripedium acaule,rebekahf06,https://inaturalist-open-data.s3.amazonaws.com/photos/76429202/medium.jpg,species,47589,47126|211194|47163|47218|47217|47589|47588,1,1
1556230,47538,spindles,Euonymus,kylew3,https://inaturalist-open-data.s3.amazonaws.com/photos/1926736/medium.jpg,genus,47539,47126|211194|47124|47540|47539|47538,1,2
3298308,47574,junipers,Juniperus,alexadrapkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3812023/medium.jpg,genus,47374,47126|211194|136329|47375|47374|47574,1,1
3315846,48622,Catnip,Nepeta cataria,darvinmathew,http://static.inaturalist.org/photos/3831685/medium.jpg,species,48624,47126|211194|47124|48151|48623|48624|48622,1,1
47416813,28339,Garter Snakes,Thamnophis,darren162,https://static.inaturalist.org/photos/75203299/medium.png,genus,26504,1|2|26036|26172|26504|28339,1,1
6432110,47567,willow family,Salicaceae,jillt,https://static.inaturalist.org/photos/8122801/medium.jpg,family,51820,47126|211194|47124|51820|47567,1,1
26322547,288069,wavy hair-grass,Avenella flexuosa,sophiefinkelstein,https://inaturalist-open-data.s3.amazonaws.com/photos/40866244/medium.jpg,species,273332,47126|211194|47163|47162|47434|273332|288069,1,1
48148609,50790,common toadflax,Linaria vulgaris,kylasevim,https://inaturalist-open-data.s3.amazonaws.com/photos/76382051/medium.jpg,species,50791,47126|211194|47124|48151|50638|50791|50790,1,1
1572537,507502,,Faboideae,edando23,https://inaturalist-open-data.s3.amazonaws.com/photos/1945265/medium.jpg,subfamily,47122,47126|211194|47124|47123|47122|507502,1,1
81560887,48623,mint family,Lamiaceae,katier11,https://inaturalist-open-data.s3.amazonaws.com/photos/133792807/medium.jpg,family,48151,47126|211194|47124|48151|48623,1,19
81644416,47207,"Click, Firefly, and Soldier Beetles",Elateroidea,dylan_v,https://static.inaturalist.org/photos/133924840/medium.jpg,superfamily,47208,1|47120|47158|47208|47207,1,1
1572538,319384,Araneoid Spiders,Araneoidea,edando23,https://inaturalist-open-data.s3.amazonaws.com/photos/1945257/medium.jpg,superfamily,47118,1|47120|47119|47118|319384,1,1
48176607,42051,Coyote,Canis latrans,adam635,https://static.inaturalist.org/photos/76425101/medium.jpeg,species,42044,1|2|40151|41573|42043|42044|42051,1,1
47882711,99912,Skimming Bluet,Enallagma geminatum,ninal,https://static.inaturalist.org/photos/75954704/medium.jpeg,species,50175,1|47120|47158|47792|47925|50175|99912,1,1
83431861,53435,Red-flowering Currant,Ribes sanguineum,maxkahann,https://inaturalist-open-data.s3.amazonaws.com/photos/137023109/medium.jpg,species,47130,47126|211194|47124|71289|47131|47130|53435,1,1
48268602,128670,Half-black Bumble Bee,Bombus vagans,jlnewman24,https://inaturalist-open-data.s3.amazonaws.com/photos/76578627/medium.jpg,species,52775,1|47120|47158|47201|47221|52775|128670,1,1
48136219,7107,Wood Duck,Aix sponsa,sanjana9,https://inaturalist-open-data.s3.amazonaws.com/photos/76361892/medium.jpg,species,7105,1|2|3|6888|6912|7105|7107,1,1
26347547,61493,,Chrysopilus,bschatz01,https://inaturalist-open-data.s3.amazonaws.com/photos/40868138/medium.jpeg,genus,60470,1|47120|47158|47822|60470|61493,1,2
3310872,61787,"knotweeds, smartweeds, and waterpeppers",Persicaria,jordanc9998,https://inaturalist-open-data.s3.amazonaws.com/photos/3826792/medium.JPG,genus,48382,47126|211194|47124|47366|48382|61787,1,5
3305921,77314,showy baby's-breath,Gypsophila elegans,teenathomas,https://inaturalist-open-data.s3.amazonaws.com/photos/3820911/medium.jpg,species,72156,47126|211194|47124|47366|48567|72156|77314,1,1
81655996,62742,black-eyed Susans and coneflowers,Rudbeckia,mariamr48,https://inaturalist-open-data.s3.amazonaws.com/photos/133946967/medium.jpg,genus,47604,47126|211194|47124|47605|47604|62742,1,2
48266783,62780,Ferruginous Carpenter Ant,Camponotus chromaiodes,idanm,https://inaturalist-open-data.s3.amazonaws.com/photos/76575542/medium.jpg,species,62781,1|47120|47158|47201|47336|62781|62780,1,1
81641745,128901,Asarabacca,Asarum europaeum,juliaiscience,https://inaturalist-open-data.s3.amazonaws.com/photos/133920516/medium.jpg,species,52861,47126|211194|47124|60244|52860|52861|128901,1,1
3306965,632702,hawkweeds,Hieraciinae,rebeccab2,https://inaturalist-open-data.s3.amazonaws.com/photos/3822301/medium.jpg,subtribe,47604,47126|211194|47124|47605|47604|632702,1,1
48130507,12942,Eastern Bluebird,Sialia sialis,jackmadden5,https://inaturalist-open-data.s3.amazonaws.com/photos/76353158/medium.jpg,species,12935,1|2|3|7251|15977|12935|12942,1,1
48048753,63337,reed canary grass,Phalaris arundinacea,alizafeffer,https://static.inaturalist.org/photos/76218656/medium.jpg,species,57189,47126|211194|47163|47162|47434|57189|63337,1,1
6432091,635761,"Velvet Mites, Chiggers, and Relatives",Trombidia,zackk1,https://static.inaturalist.org/photos/8122805/medium.jpg,infraorder,83740,1|47120|47119|83740|635761,1,1
48148423,63696,wild bleeding-heart,Dicentra eximia,kylasevim,https://inaturalist-open-data.s3.amazonaws.com/photos/76381811/medium.jpg,species,51051,47126|211194|47124|48232|47332|51051|63696,1,1
3305886,64161,Bread Wheat,Triticum aestivum,sarahvarghese32,https://inaturalist-open-data.s3.amazonaws.com/photos/3820865/medium.jpeg,species,58390,47126|211194|47163|47162|47434|58390|64161,1,1
81640532,128078,Gray's sedge,Carex grayi,juliaiscience,https://inaturalist-open-data.s3.amazonaws.com/photos/133918180/medium.jpg,species,48571,47126|211194|47163|47162|47161|48571|128078,1,1
26112937,77676,Virginia pepperweed,Lepidium virginicum,mariamalex25,https://inaturalist-open-data.s3.amazonaws.com/photos/40519022/medium.jpeg,species,47203,47126|211194|47124|71275|47204|47203|77676,1,1
81454510,709635,Bearded iris,Iris × germanica,kieras,https://inaturalist-open-data.s3.amazonaws.com/photos/133606379/medium.jpg,hybrid,47780,47126|211194|47163|47218|47781|47780|709635,1,1
1572574,61492,Golden-backed Snipe Fly,Chrysopilus thoracicus,edando23,https://inaturalist-open-data.s3.amazonaws.com/photos/1945291/medium.jpg,species,61493,1|47120|47158|47822|60470|61493|61492,1,1
48242992,60879,Beach Morning Glory,Ipomoea pes-caprae,elle46,https://inaturalist-open-data.s3.amazonaws.com/photos/76536477/medium.jpg,species,52346,47126|211194|47124|48515|52345|52346|60879,1,1
48256167,65979,American Bullfrog,Lithobates catesbeianus,avadominick,https://inaturalist-open-data.s3.amazonaws.com/photos/76558712/medium.jpg,species,60340,1|2|20978|20979|25473|60340|65979,1,1
3298388,132071,Tiger Flies,Coenosia,aleckranyak123,https://inaturalist-open-data.s3.amazonaws.com/photos/3812133/medium.jpg,genus,70144,1|47120|47158|47822|70144|132071,1,1
13117090,59571,burdocks,Arctium,britneyl,https://inaturalist-open-data.s3.amazonaws.com/photos/19120094/medium.jpg,genus,47604,47126|211194|47124|47605|47604|59571,1,2
48173921,59901,lemon balm,Melissa officinalis,katyanna,https://inaturalist-open-data.s3.amazonaws.com/photos/76422527/medium.jpeg,species,59902,47126|211194|47124|48151|48623|59902|59901,1,1
48251584,13270,Wood Thrush,Hylocichla mustelina,casey_z,https://inaturalist-open-data.s3.amazonaws.com/photos/76551074/medium.jpg,species,13269,1|2|3|7251|15977|13269|13270,1,1
1556164,83157,hydrangeas,Hydrangea,erics5,https://inaturalist-open-data.s3.amazonaws.com/photos/1926687/medium.jpg,genus,52469,47126|211194|47124|47195|52469|83157,1,1
81559449,60001,carnations,Dianthus,avad238,https://inaturalist-open-data.s3.amazonaws.com/photos/133790215/medium.jpg,genus,48567,47126|211194|47124|47366|48567|60001,1,2
13117194,60132,creeping thistle,Cirsium arvense,ryant5,https://inaturalist-open-data.s3.amazonaws.com/photos/19120313/medium.jpg,species,48561,47126|211194|47124|47605|47604|48561|60132,1,1
